OrderID,OrderDate,CustomerID,ProductID,Quantity,DiscountPercent,ShippingCost,PaymentMethod,PaymentStatus,ReturnStatus,DeliveryDays
17357,02-05-2023,32,544,3,30,482,UPI,Completed,Yes,3
17358,24-10-2022,4651,872,4,25,131,UPI,Completed,Yes,3
17359,22-01-2024,3876,714,1,15,151,COD,Completed,No,4
17360,03-02-2024,4401,994,2,15,72,Debit Card,Completed,Yes,4
17361,17-12-2023,793,414,3,20,417,Credit Card,Completed,No,10
17362,06-02-2022,4192,627,5,10,77,UPI,Completed,Yes,7
17363,06-12-2023,1090,420,4,10,388,Net Banking,Completed,Yes,4
17364,22-09-2024,230,262,5,5,81,Net Banking,Completed,Yes,4
17365,10-09-2023,2781,801,1,15,297,Net Banking,Completed,Yes,10
17366,26-09-2024,4454,1029,1,30,270,Debit Card,Completed,No,10
17367,12-01-2024,4498,312,5,5,275,UPI,Completed,Yes,10
17368,24-10-2024,790,540,3,10,449,Debit Card,Completed,No,3
17369,20-07-2022,4195,903,2,25,406,COD,Completed,No,6
17370,17-04-2024,4367,750,5,0,42,COD,Completed,No,5
17371,04-04-2024,1799,1083,3,25,355,Debit Card,Completed,Yes,4
17372,01-04-2022,3981,915,2,25,121,Debit Card,Completed,Yes,3
17373,15-11-2022,4458,830,5,25,240,Credit Card,Failed,No,8
17374,23-12-2024,3241,1323,5,25,475,Credit Card,Completed,No,7
17375,22-06-2023,4636,50,1,25,206,COD,Completed,Yes,7
17376,29-08-2022,3857,632,1,30,122,Debit Card,Completed,No,8
17377,01-02-2023,4929,870,4,25,326,Net Banking,Pending,Yes,11
17378,20-04-2024,314,1425,2,5,456,Credit Card,Completed,No,7
17379,10-12-2022,233,723,2,15,110,Net Banking,Completed,No,3
17380,04-05-2023,3508,1307,2,25,40,Credit Card,Failed,No,3
17381,14-03-2023,1030,165,3,10,385,Debit Card,Completed,No,5
17382,11-09-2023,3607,263,5,5,350,Debit Card,Completed,Yes,10
17383,28-06-2024,2712,294,4,30,259,UPI,Completed,No,4
17384,04-01-2022,4340,209,2,25,498,Net Banking,Completed,No,8
17385,08-09-2023,2289,889,4,15,43,UPI,Completed,No,9
17386,07-02-2022,4000,669,3,10,200,COD,Completed,No,9
17387,10-08-2024,2606,307,1,10,97,UPI,Completed,No,5
17388,28-07-2022,3345,364,4,5,106,UPI,Pending,No,9
17389,31-05-2023,2123,103,5,30,262,COD,Pending,No,3
17390,31-03-2024,2331,399,3,5,203,COD,Completed,No,6
17391,29-06-2024,3780,609,3,15,166,Net Banking,Completed,No,9
17392,16-07-2022,4183,779,4,0,157,Net Banking,Failed,No,3
17393,06-06-2023,881,352,2,5,310,Net Banking,Completed,No,6
17394,06-10-2024,2978,1261,3,15,214,COD,Completed,No,3
17395,28-09-2024,1173,92,1,10,370,Credit Card,Pending,No,11
17396,18-05-2023,160,1172,3,15,285,Credit Card,Completed,No,11
17397,19-08-2023,2494,1009,5,5,194,COD,Completed,No,4
17398,12-09-2022,2130,1053,1,20,252,Debit Card,Completed,No,9
17399,17-12-2023,3079,1040,4,5,495,Credit Card,Completed,No,9
17400,17-10-2023,2230,1425,2,15,103,Debit Card,Completed,No,5
17401,28-11-2023,2918,206,1,25,89,Net Banking,Completed,No,2
17402,27-03-2022,3014,805,4,25,334,Credit Card,Completed,No,10
17403,27-11-2024,1550,18,1,30,442,COD,Completed,No,9
17404,20-03-2023,4574,177,2,20,448,Credit Card,Completed,Yes,9
17405,19-10-2024,3386,441,5,30,416,Credit Card,Completed,Yes,11
17406,04-08-2023,1580,721,3,5,120,UPI,Completed,No,4
17407,03-02-2024,3372,531,3,0,209,Debit Card,Completed,No,3
17408,04-04-2024,1961,1094,2,30,248,Credit Card,Completed,No,4
17409,17-03-2022,3845,628,2,20,63,Debit Card,Completed,No,3
17410,09-09-2022,4698,978,1,15,291,Net Banking,Pending,No,7
17411,03-08-2024,2391,821,3,20,81,Debit Card,Completed,No,11
17412,22-02-2022,1420,522,3,20,426,Credit Card,Completed,No,8
17413,27-01-2023,3918,1281,2,15,294,UPI,Completed,No,1
17414,06-03-2024,3836,1281,4,0,238,COD,Completed,No,10
17415,26-07-2022,4429,559,4,15,225,Debit Card,Completed,No,9
17416,09-02-2022,4451,1254,5,20,340,Credit Card,Completed,Yes,8
17417,09-06-2022,3631,667,2,15,392,UPI,Completed,No,6
17418,31-07-2024,4943,665,5,10,472,Debit Card,Completed,No,7
17419,14-12-2023,163,1242,2,15,105,UPI,Completed,No,4
17420,05-03-2022,116,615,2,0,355,Credit Card,Completed,No,8
17421,22-03-2022,1471,906,2,30,346,COD,Completed,No,4
17422,03-08-2022,3080,1188,3,30,196,Net Banking,Completed,No,2
17423,16-06-2024,3853,392,3,15,109,COD,Completed,No,4
17424,14-03-2022,2839,993,5,10,208,Net Banking,Completed,No,5
17425,24-02-2024,543,958,1,25,47,Debit Card,Completed,No,11
17426,31-07-2024,414,925,1,10,261,Net Banking,Completed,No,3
17427,07-07-2023,682,53,1,25,403,Debit Card,Failed,No,5
17428,10-03-2022,642,994,5,20,452,COD,Completed,No,7
17429,28-09-2024,3979,1499,5,30,417,Credit Card,Completed,Yes,11
17430,04-06-2024,1433,874,2,15,481,Debit Card,Completed,No,9
17431,31-12-2022,669,4,5,15,181,UPI,Completed,No,10
17432,19-12-2024,2070,1221,3,0,484,Net Banking,Completed,No,2
17433,03-10-2023,969,682,5,15,188,UPI,Completed,No,5
17434,05-10-2023,1181,630,4,5,61,UPI,Completed,Yes,5
17435,20-07-2022,4820,1099,2,10,284,COD,Completed,No,10
17436,25-03-2024,3236,205,3,0,342,COD,Pending,No,7
17437,16-11-2022,252,546,1,25,188,UPI,Completed,No,8
17438,13-08-2022,4301,1377,4,0,69,UPI,Completed,No,9
17439,18-01-2024,2880,526,5,25,95,UPI,Completed,No,2
17440,30-04-2023,3999,949,4,30,360,Credit Card,Completed,No,4
17441,18-05-2024,791,1356,1,20,399,Credit Card,Completed,No,1
17442,30-06-2024,4561,1227,2,15,182,UPI,Completed,No,4
17443,02-04-2024,1496,769,2,15,453,Debit Card,Completed,No,11
17444,27-05-2023,4490,1262,2,15,80,UPI,Pending,No,11
17445,24-12-2023,3069,776,4,25,405,Credit Card,Completed,No,3
17446,10-02-2023,2708,402,3,20,191,COD,Completed,Yes,5
17447,27-05-2024,2578,1413,5,30,141,Debit Card,Completed,No,6
17448,23-09-2024,1236,640,1,15,189,Credit Card,Completed,No,5
17449,07-05-2023,1059,735,4,15,362,Net Banking,Completed,No,7
17450,24-01-2024,1171,67,1,10,317,Net Banking,Completed,Yes,5
17451,31-12-2023,3619,1174,4,15,257,UPI,Failed,No,9
17452,15-12-2024,3660,1158,5,0,197,UPI,Completed,No,11
17453,14-04-2024,3656,856,4,15,250,COD,Completed,No,10
17454,04-04-2022,57,1435,2,5,465,COD,Completed,Yes,5
17455,28-09-2024,1893,1237,4,5,389,Net Banking,Completed,No,6
17456,29-04-2022,2570,633,4,5,250,Credit Card,Completed,No,7
17457,19-07-2024,4081,226,5,10,341,UPI,Completed,No,8
17458,20-09-2022,4457,803,2,5,159,Credit Card,Completed,No,7
17459,30-09-2022,1949,1407,5,5,57,COD,Completed,No,8
17460,29-12-2024,223,189,1,20,380,COD,Completed,No,5
17461,16-03-2023,1640,1242,4,5,224,Net Banking,Completed,No,1
17462,08-07-2023,4423,1404,5,25,261,UPI,Completed,No,1
17463,24-06-2022,1758,1200,3,5,74,Credit Card,Completed,Yes,1
17464,14-03-2023,836,211,3,15,390,Net Banking,Completed,No,1
17465,18-04-2023,2537,343,3,30,324,Credit Card,Completed,No,9
17466,09-12-2023,2526,488,5,25,322,Debit Card,Completed,No,11
17467,07-08-2022,985,994,4,25,481,UPI,Failed,Yes,7
17468,02-02-2023,1358,347,3,0,105,COD,Completed,No,1
17469,15-01-2022,4888,323,2,30,285,Debit Card,Completed,Yes,11
17470,02-06-2022,3061,494,3,0,160,Net Banking,Completed,No,7
17471,12-07-2023,4478,77,3,5,106,UPI,Completed,No,10
17472,24-01-2023,1447,976,4,15,298,UPI,Pending,No,10
17473,07-04-2022,1372,3,3,25,305,UPI,Completed,No,10
17474,16-08-2024,3225,538,3,30,111,Debit Card,Completed,No,2
17475,27-09-2023,1875,1477,4,5,395,Credit Card,Completed,No,11
17476,04-12-2022,2500,951,3,0,396,UPI,Completed,No,8
17477,05-10-2024,3362,3,5,5,230,Credit Card,Completed,No,2
17478,27-09-2023,1143,796,2,5,191,Debit Card,Completed,No,10
17479,10-04-2023,4310,239,5,0,100,Credit Card,Pending,Yes,2
17480,04-06-2024,565,1268,3,5,66,Credit Card,Completed,No,9
17481,09-04-2024,4828,427,2,20,371,Net Banking,Completed,No,1
17482,06-04-2023,4535,542,1,20,158,COD,Completed,Yes,7
17483,05-10-2023,1589,343,2,20,309,Credit Card,Pending,No,1
17484,09-09-2024,3986,1426,4,15,499,UPI,Completed,Yes,2
17485,27-04-2024,4725,621,2,0,284,Credit Card,Completed,No,1
17486,23-06-2024,4999,829,5,20,376,UPI,Completed,No,6
17487,09-05-2022,1471,257,4,15,251,Credit Card,Completed,No,11
17488,03-07-2023,3915,64,5,5,122,UPI,Completed,No,8
17489,01-12-2024,3114,731,5,15,362,COD,Completed,No,1
17490,15-02-2022,4491,142,1,20,407,Debit Card,Pending,No,8
17491,06-02-2023,4343,1321,3,0,481,Net Banking,Completed,No,10
17492,23-01-2022,3363,766,1,30,458,Credit Card,Completed,No,4
17493,16-04-2022,1637,1097,3,30,342,Debit Card,Completed,Yes,8
17494,23-07-2024,2913,964,5,20,302,COD,Completed,No,1
17495,13-04-2023,1473,693,2,30,244,Net Banking,Completed,No,1
17496,16-01-2024,1245,415,3,20,476,UPI,Completed,No,10
17497,13-06-2024,3738,1146,1,5,222,COD,Completed,No,7
17498,18-01-2024,2099,1339,4,20,291,Net Banking,Completed,No,7
17499,11-11-2022,2598,736,1,10,108,COD,Completed,No,10
17500,09-03-2024,2513,450,5,15,59,Debit Card,Completed,Yes,1
17501,21-02-2022,4515,752,5,0,42,Debit Card,Completed,No,10
17502,17-11-2024,259,805,1,20,238,Credit Card,Pending,Yes,11
17503,23-12-2022,2359,756,1,15,168,UPI,Completed,No,9
17504,03-12-2023,3394,1218,4,5,61,Credit Card,Completed,No,5
17505,07-01-2023,3779,526,3,15,388,UPI,Completed,No,1
17506,30-04-2024,3412,1423,5,30,376,UPI,Failed,No,6
17507,01-05-2023,1269,281,3,25,203,UPI,Pending,No,6
17508,22-08-2024,940,1482,5,0,286,Credit Card,Completed,No,6
17509,26-06-2023,2377,1372,5,5,182,UPI,Completed,No,8
17510,20-05-2022,3952,520,1,30,373,Debit Card,Failed,No,2
17511,17-10-2022,196,378,1,25,341,Net Banking,Completed,No,11
17512,03-11-2024,4158,1464,2,0,64,UPI,Pending,No,4
17513,07-12-2024,3097,501,1,15,113,UPI,Completed,Yes,2
17514,10-03-2024,3636,910,2,10,459,Debit Card,Completed,No,2
17515,28-05-2024,562,84,5,10,273,UPI,Completed,No,6
17516,01-08-2022,3450,1066,4,5,186,Net Banking,Completed,No,8
17517,01-07-2022,3367,1293,3,25,344,Net Banking,Completed,No,5
17518,16-09-2022,3124,34,3,15,249,Debit Card,Completed,No,5
17519,21-09-2022,2892,474,4,25,418,UPI,Completed,No,7
17520,06-02-2023,40,1198,4,25,245,COD,Completed,No,4
17521,07-12-2022,1768,1397,1,25,82,Net Banking,Completed,No,4
17522,04-06-2022,2505,823,5,5,73,Debit Card,Completed,No,10
17523,25-06-2023,788,960,3,25,94,Credit Card,Completed,No,6
17524,07-12-2022,1877,506,4,15,117,Debit Card,Completed,No,3
17525,23-10-2023,4098,185,5,25,313,COD,Completed,No,10
17526,22-11-2022,1493,200,3,25,145,Debit Card,Completed,No,11
17527,13-02-2024,1130,1157,5,25,84,UPI,Completed,Yes,5
17528,19-06-2022,2264,985,2,30,491,Debit Card,Failed,No,4
17529,10-08-2022,4873,1067,3,25,127,Debit Card,Completed,No,9
17530,28-09-2024,4510,104,2,20,177,Net Banking,Completed,No,2
17531,28-10-2022,4022,1041,5,20,128,Debit Card,Pending,Yes,9
17532,14-11-2023,4306,1113,1,0,491,Debit Card,Completed,No,9
17533,19-09-2023,2186,161,4,30,315,Net Banking,Completed,No,10
17534,18-03-2024,1645,837,2,0,422,Net Banking,Completed,No,5
17535,15-10-2023,3561,911,1,15,243,COD,Completed,No,3
17536,13-07-2024,2686,703,3,10,127,COD,Completed,No,10
17537,25-06-2023,4822,1080,4,25,152,Net Banking,Completed,No,11
17538,13-07-2023,1413,683,5,25,350,COD,Completed,No,8
17539,13-02-2024,1222,802,4,0,190,Debit Card,Completed,No,9
17540,02-02-2024,2250,1218,1,30,98,Debit Card,Completed,No,7
17541,16-03-2023,2240,1489,1,25,74,Debit Card,Pending,No,9
17542,06-01-2023,4203,69,3,10,179,Credit Card,Completed,No,11
17543,07-02-2024,4423,1044,5,0,44,Debit Card,Completed,No,3
17544,12-10-2023,644,1228,3,30,223,COD,Completed,No,7
17545,28-07-2023,4453,297,5,0,95,Debit Card,Completed,No,10
17546,10-08-2023,2549,1211,3,0,179,Debit Card,Completed,No,3
17547,06-06-2022,4604,50,4,0,214,Net Banking,Completed,No,7
17548,13-08-2022,3806,202,5,15,380,UPI,Completed,No,6
17549,02-12-2024,4291,423,5,5,356,Credit Card,Completed,No,5
17550,19-07-2022,4143,1182,5,0,224,Debit Card,Completed,No,10
17551,26-12-2024,1386,165,3,15,85,UPI,Completed,No,4
17552,03-12-2023,2585,1327,3,0,181,Net Banking,Completed,No,7
17553,24-06-2022,1602,1150,3,30,183,Credit Card,Completed,Yes,11
17554,14-03-2023,4943,1006,1,30,412,Net Banking,Completed,No,1
17555,22-02-2024,4805,313,4,20,270,Net Banking,Completed,Yes,5
17556,10-07-2024,3318,900,3,10,95,COD,Completed,No,1
17557,20-01-2023,808,262,4,25,153,Net Banking,Completed,No,6
17558,12-11-2024,2660,911,2,20,118,UPI,Completed,No,3
17559,07-02-2022,115,621,3,10,75,Debit Card,Completed,No,8
17560,24-11-2023,2728,941,5,20,209,Debit Card,Completed,Yes,9
17561,23-10-2022,4727,594,5,25,389,Credit Card,Completed,No,3
17562,29-04-2022,2267,849,2,0,248,Debit Card,Completed,No,10
17563,27-02-2023,4293,444,3,5,321,Debit Card,Completed,No,5
17564,25-07-2022,4497,481,5,10,319,Net Banking,Completed,No,8
17565,20-03-2023,3902,612,5,20,414,Credit Card,Completed,No,7
17566,29-06-2024,2729,857,2,5,176,UPI,Completed,No,2
17567,28-05-2024,4172,627,5,0,48,UPI,Completed,No,2
17568,16-11-2024,1450,333,4,5,380,Debit Card,Completed,No,11
17569,09-09-2023,4383,288,4,0,459,COD,Completed,No,6
17570,24-07-2022,1569,1427,1,10,259,UPI,Completed,No,11
17571,27-07-2023,1323,31,1,5,435,Net Banking,Completed,No,10
17572,14-10-2024,861,956,3,20,85,COD,Completed,No,8
17573,14-06-2022,742,407,1,25,122,Credit Card,Completed,No,6
17574,17-06-2023,1731,27,5,30,283,Credit Card,Completed,No,4
17575,22-02-2024,4905,502,5,15,359,Debit Card,Completed,No,6
17576,03-10-2022,2934,641,3,10,267,Debit Card,Completed,No,2
17577,06-12-2022,3519,1174,1,30,204,Net Banking,Completed,No,9
17578,27-02-2022,4510,1349,1,25,417,Debit Card,Completed,No,1
17579,02-06-2022,4527,280,5,25,214,Credit Card,Completed,No,10
17580,19-06-2023,3168,1313,4,15,176,Net Banking,Completed,Yes,8
17581,05-12-2024,1919,772,1,20,240,COD,Completed,No,9
17582,15-05-2023,2219,576,2,0,416,Net Banking,Completed,No,3
17583,11-02-2023,1341,828,5,0,481,Debit Card,Completed,Yes,5
17584,13-05-2023,4640,905,3,10,237,Debit Card,Pending,No,4
17585,25-10-2023,1515,202,1,25,146,UPI,Completed,Yes,6
17586,01-07-2023,1412,572,4,20,117,Net Banking,Completed,No,11
17587,03-05-2022,3037,1386,5,10,478,COD,Completed,No,5
17588,19-07-2022,4168,1331,1,25,405,Debit Card,Completed,No,5
17589,16-08-2022,1023,1011,4,0,274,UPI,Completed,No,1
17590,14-01-2023,4628,377,4,25,420,Debit Card,Completed,No,4
17591,26-06-2024,2287,65,5,25,337,Debit Card,Completed,No,9
17592,13-12-2022,2759,534,1,20,311,UPI,Failed,No,4
17593,01-03-2023,4673,278,3,5,462,Credit Card,Pending,No,8
17594,08-03-2024,3772,1498,1,15,420,Net Banking,Completed,No,6
17595,24-01-2022,1113,1472,2,10,284,COD,Completed,No,8
17596,05-02-2023,1946,1407,3,15,165,Credit Card,Completed,No,11
17597,04-01-2022,4809,1048,5,5,259,Credit Card,Completed,No,2
17598,06-11-2024,1559,40,2,0,151,COD,Completed,No,4
17599,13-09-2024,3880,1105,2,20,191,Debit Card,Completed,No,8
17600,19-03-2024,642,650,1,5,41,COD,Completed,No,10
17601,20-08-2023,2238,773,4,15,472,Debit Card,Pending,No,8
17602,17-08-2024,4908,243,2,25,391,Credit Card,Completed,No,10
17603,15-09-2024,3487,667,5,5,379,COD,Completed,Yes,2
17604,05-04-2022,3226,1342,5,0,116,Credit Card,Completed,No,8
17605,22-01-2022,1015,1474,4,30,451,Net Banking,Completed,No,11
17606,13-05-2024,2022,119,2,5,46,Net Banking,Completed,No,1
17607,16-09-2024,2677,632,4,5,456,COD,Completed,No,4
17608,10-06-2024,1541,506,2,10,41,Debit Card,Completed,No,10
17609,11-08-2022,2937,425,1,30,89,Debit Card,Completed,No,5
17610,01-05-2023,3107,232,5,20,357,UPI,Completed,No,8
17611,10-08-2024,784,576,4,30,474,Net Banking,Completed,No,7
17612,12-02-2024,671,870,2,20,290,Debit Card,Completed,No,8
17613,23-10-2022,2770,1326,2,10,460,Net Banking,Completed,No,11
17614,04-02-2024,2574,444,3,20,201,Net Banking,Pending,No,10
17615,06-01-2022,2585,744,3,0,102,UPI,Pending,No,1
17616,16-09-2024,4943,911,3,15,47,UPI,Completed,No,1
17617,12-05-2024,1278,1210,3,15,331,Credit Card,Completed,No,3
17618,15-09-2024,3044,152,3,5,172,Credit Card,Pending,No,10
17619,15-05-2022,3173,520,3,30,41,UPI,Completed,No,8
17620,02-05-2024,3783,1238,5,25,217,UPI,Completed,No,1
17621,15-01-2023,178,1012,2,20,93,Debit Card,Completed,No,4
17622,12-07-2022,276,413,5,10,51,COD,Pending,No,2
17623,18-10-2024,2360,1343,2,15,90,Credit Card,Pending,No,4
17624,29-10-2022,3482,905,3,15,271,UPI,Completed,No,6
17625,27-03-2022,4887,1427,1,30,462,COD,Completed,No,5
17626,01-08-2023,3360,624,4,20,291,Credit Card,Failed,No,6
17627,08-12-2024,1425,536,4,5,261,Net Banking,Completed,No,5
17628,23-11-2024,4123,1063,5,30,416,COD,Completed,Yes,2
17629,19-03-2024,2961,687,3,0,301,Net Banking,Completed,Yes,11
17630,12-04-2022,2470,613,5,10,238,Credit Card,Completed,No,8
17631,06-09-2023,3086,738,4,30,142,Debit Card,Completed,No,3
17632,30-07-2022,2373,1181,3,0,400,Debit Card,Completed,No,7
17633,23-10-2024,4069,866,4,0,419,Debit Card,Completed,No,2
17634,09-03-2024,1591,788,2,15,249,Credit Card,Completed,No,7
17635,01-04-2023,4381,773,4,0,297,COD,Pending,Yes,2
17636,02-04-2022,1113,236,2,25,463,Debit Card,Completed,No,2
17637,09-04-2023,1069,420,1,25,235,UPI,Completed,No,2
17638,28-11-2022,2546,478,3,25,42,COD,Completed,No,6
17639,03-03-2024,3650,1403,4,10,114,UPI,Completed,No,7
17640,02-09-2023,1815,690,4,15,389,COD,Completed,No,6
17641,04-11-2023,3908,651,4,10,111,Net Banking,Completed,Yes,2
17642,31-03-2024,3732,125,4,5,369,COD,Completed,No,5
17643,10-06-2023,2193,1493,3,0,58,Net Banking,Completed,No,9
17644,29-05-2024,82,1172,4,30,124,UPI,Completed,No,2
17645,14-08-2024,3707,774,5,15,481,Credit Card,Completed,No,10
17646,04-09-2023,3177,282,2,25,214,Debit Card,Completed,No,10
17647,12-08-2022,1826,151,2,15,431,Debit Card,Completed,No,5
17648,20-06-2022,82,1413,4,25,46,UPI,Completed,No,8
17649,01-04-2024,94,921,1,10,268,Debit Card,Completed,No,5
17650,17-03-2022,343,4,5,15,425,COD,Failed,No,11
17651,24-10-2023,2409,1186,5,20,130,COD,Completed,Yes,11
17652,18-04-2023,1855,1466,1,30,152,UPI,Completed,No,6
17653,11-02-2022,4000,776,2,10,385,COD,Completed,No,6
17654,03-03-2024,1090,126,3,10,160,Net Banking,Completed,No,8
17655,28-05-2023,624,116,4,5,445,COD,Completed,No,6
17656,09-03-2022,868,540,2,30,243,Debit Card,Completed,Yes,8
17657,23-09-2024,2477,1161,3,20,473,Credit Card,Completed,No,3
17658,01-02-2022,3473,1012,2,30,408,Net Banking,Completed,No,6
17659,15-04-2023,171,674,1,0,155,Credit Card,Completed,No,11
17660,04-09-2023,1783,187,1,5,151,Debit Card,Completed,Yes,9
17661,25-09-2022,578,1425,2,0,322,Debit Card,Completed,No,10
17662,20-11-2023,68,1404,2,5,146,Net Banking,Completed,No,2
17663,23-08-2022,1516,33,3,0,217,UPI,Completed,No,7
17664,11-07-2024,1,829,4,20,148,COD,Completed,No,6
17665,19-04-2022,2199,989,5,25,214,UPI,Completed,No,1
17666,10-09-2022,902,805,4,15,464,UPI,Completed,No,8
17667,22-05-2022,4846,13,3,0,477,UPI,Completed,Yes,8
17668,05-02-2024,795,1320,3,30,425,Debit Card,Completed,No,5
17669,24-07-2022,2067,1278,2,10,343,Net Banking,Completed,No,11
17670,20-01-2023,1820,359,1,10,273,Debit Card,Completed,No,6
17671,24-03-2024,371,823,5,0,206,UPI,Completed,No,11
17672,19-10-2022,2539,14,4,30,434,Debit Card,Completed,Yes,5
17673,12-03-2024,3908,1288,5,0,454,Debit Card,Completed,No,6
17674,09-08-2024,2055,160,4,30,161,UPI,Completed,No,8
17675,23-01-2022,2597,907,4,15,457,COD,Completed,No,9
17676,04-08-2024,4467,739,1,20,103,Net Banking,Pending,No,6
17677,22-07-2023,1689,1349,5,10,368,COD,Completed,No,9
17678,25-12-2022,4853,1069,1,25,271,Net Banking,Completed,No,3
17679,30-08-2022,3322,453,3,20,224,Credit Card,Completed,No,6
17680,12-11-2023,1139,834,2,10,485,COD,Completed,No,10
17681,21-05-2023,2622,666,2,30,88,Net Banking,Completed,No,4
17682,18-05-2022,2729,798,2,0,272,Credit Card,Completed,Yes,3
17683,25-05-2023,1166,333,3,25,64,UPI,Pending,No,3
17684,26-03-2024,1509,892,2,30,84,Debit Card,Completed,Yes,1
17685,11-10-2022,3842,1009,3,15,356,Net Banking,Completed,No,5
17686,30-11-2023,4559,104,2,15,377,Debit Card,Completed,No,5
17687,18-12-2022,4577,155,4,5,265,COD,Completed,No,11
17688,02-04-2024,4919,81,1,25,196,Debit Card,Completed,Yes,10
17689,08-01-2022,524,1203,3,25,186,COD,Completed,No,5
17690,15-10-2022,2259,399,3,20,428,UPI,Completed,No,2
17691,23-12-2022,4340,1342,1,30,113,Debit Card,Completed,No,3
17692,20-08-2022,239,609,4,0,256,COD,Completed,No,8
17693,17-05-2024,1221,30,1,20,205,Net Banking,Pending,No,2
17694,21-02-2022,769,1184,3,5,342,Debit Card,Completed,Yes,2
17695,10-11-2024,235,434,2,0,345,COD,Completed,No,1
17696,21-07-2024,2761,1031,2,25,178,Net Banking,Completed,No,8
17697,22-01-2024,4593,1469,4,5,180,Debit Card,Completed,No,2
17698,20-07-2023,1520,784,3,10,336,Debit Card,Completed,No,7
17699,19-11-2024,1904,715,3,20,412,Credit Card,Completed,Yes,5
17700,22-01-2022,2235,933,4,5,420,Debit Card,Pending,No,7
17701,17-10-2022,936,1333,5,30,127,Net Banking,Failed,No,8
17702,20-04-2023,1269,590,4,25,169,Net Banking,Completed,No,2
17703,12-02-2023,819,663,1,10,288,Debit Card,Completed,No,2
17704,24-01-2024,3568,1402,1,5,472,Net Banking,Completed,No,5
17705,18-04-2023,4118,187,5,20,242,COD,Completed,No,11
17706,28-10-2024,2116,1375,1,20,361,Net Banking,Completed,No,1
17707,03-09-2023,2440,1052,4,5,398,UPI,Completed,No,1
17708,29-01-2023,3388,490,1,25,157,UPI,Completed,No,5
17709,19-06-2022,1089,965,4,15,241,UPI,Completed,Yes,7
17710,09-01-2022,1828,1022,1,25,315,Credit Card,Completed,Yes,6
17711,16-04-2024,4825,1368,1,20,110,Debit Card,Completed,Yes,10
17712,12-01-2024,2589,691,2,10,201,Debit Card,Completed,No,11
17713,07-07-2024,2616,1220,2,5,238,Debit Card,Completed,Yes,2
17714,06-05-2023,1874,255,4,10,228,UPI,Completed,No,11
17715,31-10-2023,4308,215,5,10,45,Credit Card,Completed,No,4
17716,22-06-2022,1774,115,2,10,70,UPI,Failed,No,10
17717,10-09-2024,200,651,4,20,457,Credit Card,Completed,No,7
17718,30-09-2023,178,803,4,30,252,Credit Card,Pending,No,4
17719,24-11-2023,931,1163,2,5,102,Credit Card,Completed,No,6
17720,04-06-2023,3737,1079,5,20,485,COD,Pending,No,5
17721,12-02-2024,2037,594,1,5,211,COD,Completed,No,3
17722,22-03-2023,1486,538,5,5,128,Debit Card,Completed,No,2
17723,08-12-2023,2092,559,2,10,473,Net Banking,Completed,No,11
17724,08-09-2022,4264,510,4,15,310,Credit Card,Completed,Yes,11
17725,23-02-2022,2385,313,2,15,300,Credit Card,Completed,No,7
17726,30-11-2022,4089,1233,2,0,238,COD,Pending,No,3
17727,16-06-2022,4682,1144,2,0,255,Credit Card,Completed,No,11
17728,16-09-2023,1916,458,2,20,319,Debit Card,Completed,Yes,7
17729,07-04-2022,16,1246,5,15,348,COD,Completed,No,1
17730,01-07-2022,2935,503,3,10,210,Net Banking,Completed,No,3
17731,05-11-2022,837,1065,2,0,250,Credit Card,Completed,No,8
17732,16-05-2023,2158,1427,5,20,293,UPI,Completed,No,7
17733,23-01-2023,1577,1,5,15,65,Debit Card,Completed,No,10
17734,27-06-2022,306,34,2,10,117,UPI,Completed,No,10
17735,08-11-2023,2054,870,5,10,483,Credit Card,Completed,No,6
17736,23-01-2024,2891,1368,2,25,328,COD,Completed,No,11
17737,17-11-2024,3345,425,4,10,130,Net Banking,Completed,Yes,9
17738,14-09-2024,4457,1089,1,15,355,UPI,Completed,No,9
17739,25-01-2022,1209,516,5,0,142,Debit Card,Completed,No,2
17740,28-03-2023,1859,1422,3,15,205,UPI,Completed,No,10
17741,26-11-2023,2704,959,3,0,422,UPI,Completed,No,10
17742,18-07-2024,1972,1045,4,0,342,Debit Card,Completed,No,1
17743,24-07-2022,1114,832,5,15,328,Debit Card,Completed,No,11
17744,06-10-2024,984,154,4,5,238,UPI,Completed,No,9
17745,06-10-2024,3311,870,3,30,250,COD,Completed,No,7
17746,16-06-2022,4002,244,4,15,234,Credit Card,Completed,No,11
17747,22-09-2024,2772,1093,2,0,468,Debit Card,Completed,No,9
17748,24-02-2022,3153,920,1,20,244,Debit Card,Completed,No,1
17749,29-01-2023,2163,1489,2,25,228,Credit Card,Completed,No,2
17750,08-03-2022,2128,32,5,20,65,Credit Card,Completed,No,1
17751,09-12-2023,3640,585,3,20,207,COD,Completed,No,9
17752,21-04-2024,4275,415,5,25,114,Debit Card,Completed,No,11
17753,21-10-2024,561,233,4,15,467,Net Banking,Completed,No,11
17754,14-07-2024,1810,399,1,25,341,Debit Card,Completed,Yes,5
17755,27-04-2022,4388,1202,2,0,494,COD,Completed,No,9
17756,14-09-2023,2933,515,2,5,208,COD,Completed,No,1
17757,31-05-2022,291,104,1,0,333,Net Banking,Completed,No,11
17758,23-09-2022,4638,35,1,15,365,Credit Card,Completed,No,4
17759,04-06-2023,1910,627,4,25,370,UPI,Completed,No,7
